household_email	power_number	energy_source	kilowatt_hours	battery
jstuer@lexiqvolax.com	1	wind-turbine	15	21
jsturiale@betasoloin.com	1	solar	127	19
jsturiale@betasoloin.com	2	solar	136	
jsturiale@hatfan.com	1	solar	55	
jsuell@y-corporation.com	1	solar	46	
jsweigard@zencorporation.com	1	solar	57	27
jtheodorov@golddex.com	1	solar	44	45
jthreets@plusstrip.com	1	solar	53	
jtolfree@cancity.com	1	solar	31	75
jtolfree@plusstrip.com	1	solar	103	
jtollner@dambase.com	1	solar	52	134
jtollner@finjob.com	1	wind-turbine	99	33
jturinetti@zencorporation.com	1	solar	124	
jupthegrove@j-texon.com	1	solar	60	
jventura@condax.com	1	wind-turbine	18	47
jventura@konex.com	1	solar	72	
jventura@newex.com	1	wind-turbine	68	
jvonasek@condax.com	1	solar	107	
jwalthall@singletechno.com	1	solar	132	22
jweglarz@singletechno.com	1	solar	57	13
jwide@rundofase.com	1	solar	39	89
jwitten@iselectrics.com	1	solar	20	36
jwitten@iselectrics.com	2	solar	22	22
jwitten@iselectrics.com	3	solar	53	15
jwolfgramm@opentech.com	1	solar	115	26
jyglesias@finhigh.com	1	solar	124	25
jzane@silis.com	1	solar	45	39
jzepp@condax.com	1	solar	122	15
kabdallah@kinnamplus.com	1	solar	113	20
kauffrey@nam-zim.com	1	wind-turbine	115	17
kbaltimore@fasehatice.com	1	solar	89	
kbitsuie@sunnamplex.com	1	solar	146	12
kblunk@treequote.com	1	wind-turbine	66	
kblunk@treequote.com	2	solar	146	44
kblunk@treequote.com	3	solar	69	27
kblunk@treequote.com	4	solar	77	31
kcaiafa@betasoloin.com	1	solar	126	45
kcaiafa@plexzap.com	1	solar	68	67
kcaudy@iselectrics.com	1	solar	99	24
kcaudy@iselectrics.com	2	solar	111	15
kchaffins@scotfind.com	1	solar	127	63
kcolla@scotfind.com	1	solar	20	28
kcomnick@newex.com	1	solar	53	
kcorbley@faxquote.com	1	solar	24	15
kcork@mathtouch.com	1	solar	98	24
kcoyier@xx-zobam.com	1	solar	193	53
kcryer@doncon.com	1	solar	70	72
kdaufeldt@gogozoom.com	1	solar	147	60
kdewar@silis.com	1	wind-turbine	203	
kdickerson@isdom.com	1	solar	37	25
kdilliard@doncon.com	1	solar	172	28
kdinos@donquadtech.com	1	solar	109	40
kdinos@openlane.com	1	solar	114	17
kdinos@sonron.com	1	wind-turbine	103	
kdorshorst@funholding.com	1	solar	139	38
kdorshorst@funholding.com	2	solar	88	31
keanes@ganjaflex.com	1	solar	163	48
keanes@statholdings.com	1	solar	103	
kengelberg@dambase.com	1	wind-turbine	39	
kfallick@bioplex.com	1	solar	121	56
kfern@domzoom.com	1	wind-turbine	47	
kfrankel@golddex.com	1	solar	80	23
kfrankel@golddex.com	2	solar	87	31
kgesick@conecom.com	1	solar	29	89
kgibes@kinnamplus.com	1	solar	133	
kgillaspie@xx-zobam.com	1	solar	95	
kgillaspie@xx-zobam.com	2	solar	51	
kgillian@fasehatice.com	1	solar	103	
kgillian@fasehatice.com	2	solar	18	26
kgochal@faxquote.com	1	wind-turbine	55	
kgotter@hottechi.com	1	solar	97	15
kgotter@xx-zobam.com	1	solar	17	26
kgreenbush@openlane.com	1	wind-turbine	51	
khalsey@finhigh.com	1	solar	135	63
khanafan@plexzap.com	1	solar	60	10
khanafan@plexzap.com	2	solar	131	
kharabedian@cancity.com	1	wind-turbine	43	
kharabedian@cancity.com	2	wind-turbine	109	24
kharabedian@cancity.com	3	solar	37	34
kheintzman@mathtouch.com	1	solar	39	46
khidvegi@konex.com	1	solar	17	
khixenbaugh@silis.com	1	solar	68	35
khoogland@year-job.com	1	solar	45	
kjillson@kan-code.com	1	wind-turbine	51	57
kjuvera@zotware.com	1	solar	19	
kkannady@zathunicon.com	1	solar	61	24
kkeetch@plexzap.com	1	wind-turbine	104	20
kklusman@silis.com	1	solar	22	82
kkolmetz@kinnamplus.com	1	wind-turbine	51	62
klacovara@green-plus.com	1	solar	92	27
klatzke@statholdings.com	1	wind-turbine	62	30
kleinenbach@sonron.com	1	solar	40	31
klinahan@rundofase.com	1	solar	43	
klindall@xx-zobam.com	1	solar	53	27
klipkin@streethex.com	1	solar	55	30
kliukko@kan-code.com	1	solar	59	15
kliukko@kan-code.com	2	solar	119	31
klorens@finjob.com	1	solar	96	
kmai@zotware.com	1	solar	83	79
kmarrier@y-corporation.com	1	wind-turbine	58	19
kmartabano@funholding.com	1	solar	60	
kmatuszak@yearin.com	1	solar	66	104
kmatuszak@zencorporation.com	1	solar	30	
kmccullan@nam-zim.com	1	wind-turbine	26	13
kmcdoniel@fasehatice.com	1	solar	90	26
kmconnell@konmatfix.com	1	solar	86	14
kmconnell@konmatfix.com	2	solar	18	
kmeteer@hottechi.com	1	solar	17	
kmeteer@iselectrics.com	1	solar	131	24
kmirafuentes@silis.com	1	solar	55	14
kmiro@rangreen.com	1	solar	105	27
kmorocco@bioplex.com	1	wind-turbine	38	39
kmorocco@conecom.com	1	solar	132	59
kmulqueen@cancity.com	1	solar	105	45
kmulqueen@yearin.com	1	solar	97	
kmunns@ontomedia.com	1	solar	84	29
kmyricks@zencorporation.com	1	solar	77	32
kmyricks@zencorporation.com	2	wind-turbine	18	30
knachor@scotfind.com	1	solar	54	46
knunlee@newex.com	1	solar	70	32
koldroyd@dambase.com	1	solar	41	28
koldroyd@dambase.com	2	solar	121	
kperin@dontechi.com	1	solar	68	
kperin@dontechi.com	2	solar	159	
kplumer@zencorporation.com	1	solar	101	66
kpontoriero@xx-zobam.com	1	solar	52	
kpoquette@opentech.com	1	solar	175	64
kradde@zoomit.com	1	solar	78	
krauser@donquadtech.com	1	solar	37	
kreitler@groovestreet.com	1	solar	83	
krentfro@betatech.com	1	solar	117	55
krhym@lexiqvolax.com	1	solar	19	
kroyster@inity.com	1	solar	46	23
ksaulter@plusstrip.com	1	solar	65	17
ksaylors@doncon.com	1	wind-turbine	76	14
kschemmer@scotfind.com	1	solar	57	
kschemmer@y-corporation.com	1	solar	73	28
kschmierer@toughzap.com	1	solar	37	
kschmierer@toughzap.com	2	solar	23	39
kschnitzler@finjob.com	1	wind-turbine	84	39
ksengbusch@goodsilron.com	1	solar	19	27
ksmith@codehow.com	1	solar	47	39
kspringe@mathtouch.com	1	solar	141	139
kstaback@gogozoom.com	1	solar	43	
kstaback@gogozoom.com	2	wind-turbine	62	42
ksuell@rangreen.com	1	solar	15	48
ksuffield@j-texon.com	1	wind-turbine	40	20
ksyrop@bioholding.com	1	solar	66	
kthyberg@betasoloin.com	1	solar	62	49
kvenere@cancity.com	1	solar	101	47
kvillanueva@iselectrics.com	1	solar	43	32
kvillanueva@labdrill.com	1	wind-turbine	54	
kwardrip@y-corporation.com	1	solar	176	82
kwenzinger@newex.com	1	solar	60	10
kyglesias@cancity.com	1	solar	122	23
kyglesias@cancity.com	2	solar	58	11
kyglesias@yearin.com	1	solar	67	21
kzurcher@goodsilron.com	1	solar	23	
lacey@zoomit.com	1	solar	76	18
ladkin@singletechno.com	1	solar	16	
ladkin@singletechno.com	2	solar	68	
lagramonte@sumace.com	1	solar	120	
lamyot@doncon.com	1	solar	20	37
langalich@rangreen.com	1	solar	81	14
lankeny@betasoloin.com	1	wind-turbine	73	
lbarfield@zotware.com	1	solar	112	45
lbergesen@dalttechnology.com	1	solar	61	55
lberray@bioplex.com	1	solar	62	114
lbevelacqua@sonron.com	1	solar	17	50
lbiddy@conecom.com	1	solar	47	20
lbilden@plusstrip.com	1	solar	93	
lblackwood@ron-tech.com	1	wind-turbine	52	17
lblunk@doncon.com	1	solar	19	
lbolognia@dambase.com	1	solar	49	66
lboord@sonron.com	1	solar	55	14
lborgman@betasoloin.com	1	solar	79	
lborgman@betasoloin.com	2	solar	38	47
lboulter@codehow.com	1	solar	58	17
lboulter@finhigh.com	1	solar	135	17
lbourbon@doncon.com	1	solar	104	112
lbowley@rundofase.com	1	solar	41	
lbowley@rundofase.com	2	solar	22	31
lbowley@statholdings.com	1	solar	151	27
lbrossart@dalttechnology.com	1	wind-turbine	104	15
lbrossart@finhigh.com	1	solar	54	47
lbrucato@bioholding.com	1	solar	21	17
lbuemi@opentech.com	1	solar	67	21
lbutzen@green-plus.com	1	solar	44	23
lcaiafa@sunnamplex.com	1	solar	76	
lcallaro@inity.com	1	solar	81	15
lcallaro@inity.com	2	solar	98	34
lcalvaresi@lexiqvolax.com	1	solar	16	22
lcandlish@blackzim.com	1	solar	20	11
lcandlish@plussunin.com	1	wind-turbine	21	12
lcanlas@hatfan.com	1	solar	51	12
lcantres@xx-zobam.com	1	wind-turbine	41	
lclaucherty@plussunin.com	1	solar	36	
lcloney@scotfind.com	1	solar	20	19
lcloney@scotfind.com	2	solar	53	25
lcoody@condax.com	1	wind-turbine	265	59
lcork@scottech.com	1	solar	41	36
lcorrington@xx-holding.com	1	solar	105	
lcronauer@opentech.com	1	solar	47	25
lcrupi@bioholding.com	1	solar	61	
ldarakjy@scotfind.com	1	solar	148	
ldegonia@kinnamplus.com	1	solar	91	14
ldegonia@treequote.com	1	solar	52	50
ldhamer@finjob.com	1	solar	36	
ldhamer@openlane.com	1	solar	20	55
ldhamer@openlane.com	2	solar	96	16
ldiestel@conecom.com	1	solar	46	11
ldilliard@nam-zim.com	1	wind-turbine	114	28
ldinos@groovestreet.com	1	solar	54	25
ldinos@scottech.com	1	solar	30	
ldinos@zumgoity.com	1	solar	111	24
ldiscipio@inity.com	1	solar	86	29
ldopico@nam-zim.com	1	solar	17	16
ldopico@warephase.com	1	solar	18	
leanes@openlane.com	1	wind-turbine	128	25
leanes@openlane.com	2	solar	16	
lemard@codehow.com	1	solar	122	
lemigh@konmatfix.com	1	wind-turbine	85	
lfallick@kan-code.com	1	solar	34	60
lfarrow@donquadtech.com	1	solar	45	
lfarrow@donquadtech.com	2	solar	32	41
lfarrow@donquadtech.com	3	solar	56	
lfarrow@silis.com	1	solar	62	
lferencz@isdom.com	1	solar	42	30
lferencz@xx-holding.com	1	solar	32	
lferrario@singletechno.com	1	wind-turbine	124	26
lfrancescon@treequote.com	1	wind-turbine	49	
lgabisi@doncon.com	1	solar	191	72
lgellinger@rundofase.com	1	solar	136	15
lgesick@green-plus.com	1	solar	226	
lgesick@hottechi.com	1	wind-turbine	15	21
lgesick@hottechi.com	2	solar	95	25
lgiguere@golddex.com	1	solar	20	
lgobern@konmatfix.com	1	solar	65	40
lgudroe@bioplex.com	1	solar	82	10
lgudroe@donware.com	1	solar	98	10
lgwalthney@doncon.com	1	solar	185	
lhagele@year-job.com	1	solar	75	
lharnos@doncon.com	1	solar	72	
lhauenstein@condax.com	1	solar	69	35
lhauenstein@j-texon.com	1	solar	20	
lhauenstein@sunnamplex.com	1	solar	125	51
lheintzman@dontechi.com	1	solar	117	14
lhiatt@bioplex.com	1	solar	46	13
lhirpara@faxquote.com	1	wind-turbine	15	13
lhoa@donquadtech.com	1	solar	54	27
lhoa@donquadtech.com	2	solar	43	41
lhochard@inity.com	1	solar	39	64
lhochard@j-texon.com	1	solar	66	23
lhoffis@streethex.com	1	wind-turbine	50	18
lhollack@isdom.com	1	wind-turbine	68	67
lhoneywell@gogozoom.com	1	wind-turbine	66	55
lhoogland@groovestreet.com	1	wind-turbine	19	36
lhoogland@groovestreet.com	2	solar	46	16
linouye@statholdings.com	1	solar	160	
lisenhower@scottech.com	1	wind-turbine	95	10
ljillson@plusstrip.com	1	solar	127	72
ljuhas@stanredtax.com	1	solar	23	
ljulia@konex.com	1	solar	100	11
ljulia@ontomedia.com	1	solar	52	21
ljurney@ganjaflex.com	1	solar	61	
ljurney@ganjaflex.com	2	solar	56	18
ljurney@ganjaflex.com	3	solar	73	33
lkalafatis@finjob.com	1	wind-turbine	79	22
lkannady@bioholding.com	1	solar	74	16
lkannady@faxquote.com	1	solar	101	
lkeener@stanredtax.com	1	solar	147	
lkeetch@hatfan.com	1	solar	46	
lkeneipp@betatech.com	1	wind-turbine	108	
lketelsen@bioholding.com	1	wind-turbine	120	
lketelsen@bioholding.com	2	solar	95	38
lkippley@sumace.com	1	solar	73	37
lkippley@y-corporation.com	1	solar	108	
lkippley@y-corporation.com	2	solar	32	35
lklang@kan-code.com	1	solar	104	77
lklang@silis.com	1	solar	52	11
lklimek@xx-holding.com	1	solar	58	
lkohl@xx-holding.com	1	solar	18	50
lkohnert@plussunin.com	1	wind-turbine	25	54
lkusko@ron-tech.com	1	solar	96	60
llabreche@rundofase.com	1	solar	72	
llabreche@treequote.com	1	solar	93	
llace@xx-zobam.com	1	solar	52	
llawler@gogozoom.com	1	solar	76	34
lleto@labdrill.com	1	solar	21	34
lleto@plussunin.com	1	solar	83	19
llipkin@zumgoity.com	1	solar	149	26
llizama@year-job.com	1	solar	74	19
llukasik@statholdings.com	1	solar	72	24
lmaclead@donware.com	1	solar	19	59
lmai@finjob.com	1	solar	47	
lmai@sunnamplex.com	1	wind-turbine	157	
lmaillard@singletechno.com	1	solar	15	19
lmaisto@faxquote.com	1	solar	60	106
lmaisto@y-corporation.com	1	solar	100	
lmallett@scotfind.com	1	solar	23	15
lmalvin@zathunicon.com	1	solar	122	35
lmartabano@ron-tech.com	1	solar	47	
lmcdoniel@dambase.com	1	solar	84	
lmclaird@xx-holding.com	1	solar	50	38
lmconnell@xx-holding.com	1	solar	157	21
lmeinerding@zoomit.com	1	solar	92	
lmenter@hottechi.com	1	solar	95	53
lmenter@opentech.com	1	solar	66	27
lmerced@yearin.com	1	wind-turbine	16	20
lmeteer@doncon.com	1	solar	52	
lmiro@singletechno.com	1	solar	23	
lmodzelewski@funholding.com	1	solar	76	15
lmodzelewski@gogozoom.com	1	solar	145	
lmondella@toughzap.com	1	solar	250	
lmonterrubio@rangreen.com	1	solar	69	60
lmorocco@donquadtech.com	1	solar	153	16
lmotley@dalttechnology.com	1	solar	115	66
lmoyd@dontechi.com	1	wind-turbine	48	12
lmulqueen@bioholding.com	1	solar	41	47
lnabours@plusstrip.com	1	solar	16	41
lonofrio@xx-holding.com	1	wind-turbine	66	
lpaa@scottech.com	1	solar	26	37
lpadilla@toughzap.com	1	solar	54	10
lpalaia@yearin.com	1	solar	90	
lparlato@fasehatice.com	1	solar	38	37
lparvis@betasoloin.com	1	solar	78	50
lpaskin@groovestreet.com	1	wind-turbine	30	
lpaskin@isdom.com	1	solar	75	28
lpawlowicz@rangreen.com	1	solar	24	25
lpawlowicz@rangreen.com	2	solar	56	23
lpedrozo@silis.com	1	solar	26	25
lpelkowski@donquadtech.com	1	wind-turbine	53	31
lperez@ron-tech.com	1	solar	66	
lperruzza@ron-tech.com	1	solar	121	
lpinilla@isdom.com	1	solar	20	19
lpinilla@isdom.com	2	solar	67	25
lpontoriero@warephase.com	1	solar	58	69
lpoullion@golddex.com	1	solar	38	30
lrauser@donware.com	1	solar	70	50
lregusters@singletechno.com	1	solar	22	51
lrentfro@betatech.com	1	solar	22	
lrentfro@goodsilron.com	1	solar	118	45
lrentfro@goodsilron.com	2	solar	70	18
lrhoden@kinnamplus.com	1	solar	98	33
lriden@inity.com	1	solar	78	30
lrim@nam-zim.com	1	solar	46	56
lrim@singletechno.com	1	wind-turbine	52	42
lrochin@ontomedia.com	1	solar	62	40
lrodefer@zencorporation.com	1	solar	75	25
lrodenberger@golddex.com	1	solar	35	
lroyster@newex.com	1	solar	18	
lroyster@newex.com	2	solar	20	41
lrulapaugh@green-plus.com	1	solar	40	
lryser@warephase.com	1	solar	72	46
lsahagun@betasoloin.com	1	solar	59	12
lsarao@golddex.com	1	solar	27	16
lsarao@plexzap.com	1	solar	146	
lsarbacher@green-plus.com	1	solar	70	
lsarbacher@warephase.com	1	solar	19	30
lsawchuk@konmatfix.com	1	solar	144	
lsaylors@plussunin.com	1	solar	98	15
lschemmer@golddex.com	1	solar	94	
lscheyer@plussunin.com	1	solar	58	36
lschieler@toughzap.com	1	solar	70	56
lschirpke@lexiqvolax.com	1	solar	74	13
lschmierer@hottechi.com	1	solar	115	30
lschmierer@zathunicon.com	1	solar	62	
lschoeneck@dontechi.com	1	solar	15	36
lseewald@bioplex.com	1	solar	85	
lsetter@zathunicon.com	1	solar	90	11
lshealy@doncon.com	1	solar	49	
lshin@fasehatice.com	1	solar	156	36
lshire@dalttechnology.com	1	solar	61	21
lshire@dalttechnology.com	2	solar	58	39
lshire@scottech.com	1	solar	19	21
lskursky@betatech.com	1	solar	22	12
lskursky@kan-code.com	1	solar	18	62
lsteffensmeier@sumace.com	1	solar	180	59
lstenseth@statholdings.com	1	solar	54	50
lstenseth@statholdings.com	2	solar	37	19
lstenseth@zumgoity.com	1	wind-turbine	142	31
lstimmel@streethex.com	1	solar	86	44
lstoltzman@rantouch.com	1	solar	38	
lstoltzman@sonron.com	1	wind-turbine	129	48
lstoltzman@warephase.com	1	solar	72	40
lstuer@kinnamplus.com	1	solar	78	30
lstuer@kinnamplus.com	2	solar	83	43
lsweigard@funholding.com	1	solar	79	41
lsweigard@funholding.com	2	solar	128	19
lsyrop@hatfan.com	1	solar	124	28
lsyrop@openlane.com	1	solar	80	
lsyrop@openlane.com	2	solar	15	30
lsyrop@plexzap.com	1	solar	19	21
lsyrop@rantouch.com	1	solar	16	20
ltawil@mathtouch.com	1	solar	32	
ltawil@scottech.com	1	solar	73	12
ltawil@statholdings.com	1	wind-turbine	54	25
ltawil@y-corporation.com	1	solar	29	
ltheodorov@cancity.com	1	solar	186	75
ltheodorov@silis.com	1	wind-turbine	67	
lthreets@zoomit.com	1	solar	19	19
ltimenez@conecom.com	1	solar	57	31
ltomblin@konmatfix.com	1	solar	90	17
ltoyama@plexzap.com	1	solar	137	25
ltoyama@plexzap.com	2	solar	59	28
ltoyama@plexzap.com	3	solar	96	32
ltromblay@openlane.com	1	wind-turbine	37	12
lupthegrove@cancity.com	1	solar	54	
lupthegrove@cancity.com	2	solar	21	33
lupthegrove@dambase.com	1	wind-turbine	47	33
lvenere@openlane.com	1	solar	105	29
lvenere@openlane.com	2	solar	49	31
lvenere@scotfind.com	1	solar	148	
lventura@groovestreet.com	1	solar	87	17
lventura@sunnamplex.com	1	solar	126	16
lvillanueva@hatfan.com	1	solar	101	27
lvinning@zencorporation.com	1	solar	56	
lvinning@zencorporation.com	2	solar	58	26
lvocelka@hatfan.com	1	solar	123	
lvonasek@zencorporation.com	1	solar	55	
lweirather@singletechno.com	1	solar	16	38
lweirather@streethex.com	1	solar	50	27
lweirather@streethex.com	2	solar	118	17
lwenner@xx-zobam.com	1	solar	89	
lwesterbeck@ontomedia.com	1	wind-turbine	79	
lwolfgramm@newex.com	1	solar	21	25
lworlds@y-corporation.com	1	solar	97	13
lwrinkles@rundofase.com	1	solar	23	26
lyum@zencorporation.com	1	wind-turbine	25	50
lzagen@betatech.com	1	solar	16	
lzane@donquadtech.com	1	solar	62	27
lzurcher@xx-zobam.com	1	solar	166	53
mamigon@ganjaflex.com	1	solar	48	12
mamigon@inity.com	1	solar	70	48
mangalich@dambase.com	1	solar	32	
mbatman@inity.com	1	solar	42	
mberlanga@donware.com	1	wind-turbine	20	30
mberlanga@finjob.com	1	solar	48	26
mberray@ganjaflex.com	1	solar	72	66
mbiddy@xx-holding.com	1	solar	18	28
mblunk@inity.com	1	solar	21	12
mboord@sumace.com	1	wind-turbine	30	34
mborgman@golddex.com	1	solar	38	14
mbrideau@rundofase.com	1	solar	102	89
mbruschke@faxquote.com	1	solar	90	36
mbubash@dontechi.com	1	solar	62	27
mbuemi@mathtouch.com	1	solar	84	20
mbutzen@bioplex.com	1	wind-turbine	29	28
mbutzen@labdrill.com	1	solar	71	36
mbuvens@plexzap.com	1	solar	16	15
mbuvens@statholdings.com	1	solar	19	15
mbuzick@yearin.com	1	solar	99	31
mcaiafa@opentech.com	1	solar	43	
mcallaro@sonron.com	1	solar	68	40
mcaudy@donware.com	1	solar	47	21
mcetta@finhigh.com	1	solar	107	45
mchaffins@blackzim.com	1	wind-turbine	29	31
mchavous@inity.com	1	solar	36	54
mchui@hatfan.com	1	solar	27	20
mclaucherty@warephase.com	1	solar	51	20
mclaucherty@zathunicon.com	1	solar	86	48
mcolla@finhigh.com	1	solar	44	65
mcomnick@cancity.com	1	solar	67	
mcorrington@rantouch.com	1	solar	66	32
mcorrington@rantouch.com	2	solar	76	
mdallen@condax.com	1	solar	128	37
mdarakjy@zotware.com	1	solar	71	11
mdegroot@treequote.com	1	solar	115	
mdeleo@rantouch.com	1	solar	37	16
mdeleo@sumace.com	1	solar	69	20
mdiestel@dalttechnology.com	1	solar	68	11
mdiestel@ontomedia.com	1	wind-turbine	142	21
mdilello@labdrill.com	1	wind-turbine	30	
mehmann@finhigh.com	1	solar	81	
memard@treequote.com	1	solar	29	20
memigh@warephase.com	1	solar	41	24
meschberger@y-corporation.com	1	solar	60	32
mfeichtner@zathunicon.com	1	solar	50	
mfishburne@betasoloin.com	1	solar	111	16
mfrancescon@rantouch.com	1	solar	52	
mfrerking@ron-tech.com	1	solar	110	
mfunnell@green-plus.com	1	solar	80	
mgehrett@finjob.com	1	wind-turbine	23	36
mgehrett@ganjaflex.com	1	solar	21	
mgehrett@ganjaflex.com	2	solar	15	41
mgibes@konmatfix.com	1	wind-turbine	72	
mgillaspie@year-job.com	1	solar	18	
mgreenbush@zumgoity.com	1	solar	177	32
mgwalthney@dontechi.com	1	solar	98	17
mharoldson@finjob.com	1	solar	79	30
mhengel@conecom.com	1	solar	38	25
mhoa@streethex.com	1	solar	62	59
mhoogland@newex.com	1	solar	57	10
mhoogland@newex.com	2	solar	86	42
mhoopengardner@treequote.com	1	solar	82	22
misenhower@j-texon.com	1	wind-turbine	24	
miturbide@ontomedia.com	1	solar	117	69
mjulia@xx-holding.com	1	solar	49	13
mjuvera@year-job.com	1	solar	47	37
mjuvera@year-job.com	2	solar	21	36
mkeener@plussunin.com	1	solar	88	80
mkines@codehow.com	1	solar	68	10
mkippley@sunnamplex.com	1	solar	59	23
mkitty@lexiqvolax.com	1	solar	87	
mklusman@finhigh.com	1	solar	70	
mklusman@finhigh.com	2	solar	29	31
mkohl@streethex.com	1	solar	19	
mkolmetz@groovestreet.com	1	solar	15	
mkolmetz@kinnamplus.com	1	wind-turbine	23	
mkorando@donquadtech.com	1	wind-turbine	39	15
mkulzer@rantouch.com	1	solar	43	41
mkulzer@rantouch.com	2	wind-turbine	61	
mlayous@scotfind.com	1	solar	80	23
mlindall@ganjaflex.com	1	solar	20	15
mliukko@scotfind.com	1	wind-turbine	75	33
mlizama@cancity.com	1	solar	51	
mlother@y-corporation.com	1	solar	55	21
mlukasik@statholdings.com	1	solar	90	29
mmaisto@year-job.com	1	solar	89	24
mmallett@ganjaflex.com	1	solar	92	111
mmallett@golddex.com	1	solar	72	
mmastella@plusstrip.com	1	solar	70	14
mmastella@scotfind.com	1	solar	221	58
mmclaird@groovestreet.com	1	solar	102	23
mmerced@streethex.com	1	solar	77	
mmiro@ontomedia.com	1	solar	71	16
mmonterrubio@nam-zim.com	1	wind-turbine	175	
mmontezuma@plusstrip.com	1	wind-turbine	83	
mmorasca@xx-holding.com	1	solar	70	25
mmotley@betasoloin.com	1	solar	137	
mnabours@plexzap.com	1	solar	87	16
mnachor@fasehatice.com	1	solar	15	
mnachor@xx-holding.com	1	solar	40	33
mnicolozakes@sumace.com	1	solar	124	18
mnicolozakes@toughzap.com	1	solar	80	49
mogg@plussunin.com	1	solar	102	48
moldroyd@j-texon.com	1	solar	15	29
moles@gogozoom.com	1	wind-turbine	124	14
mostrosky@konmatfix.com	1	solar	37	39
mpaa@toughzap.com	1	solar	89	22
mpadilla@hottechi.com	1	solar	151	18
mpadilla@year-job.com	1	wind-turbine	88	
mpagliuca@golddex.com	1	solar	30	
mpagliuca@zencorporation.com	1	solar	85	30
mpaprocki@betatech.com	1	solar	97	86
mpaskin@opentech.com	1	solar	23	69
mpaskin@year-job.com	1	solar	47	14
mpawlowicz@plusstrip.com	1	solar	24	
mperruzza@plusstrip.com	1	solar	81	
mpinilla@statholdings.com	1	solar	64	51
mplumer@donquadtech.com	1	solar	73	20
mpontoriero@rangreen.com	1	solar	68	43
mragel@kinnamplus.com	1	solar	81	
mragel@zumgoity.com	1	solar	15	42
mraymo@inity.com	1	solar	119	14
mraymo@isdom.com	1	solar	136	67
mrodefer@opentech.com	1	solar	17	24
msahagun@zotware.com	1	solar	83	
msamu@plexzap.com	1	solar	74	17
msarao@blackzim.com	1	solar	24	
msarbacher@plusstrip.com	1	solar	110	17
msaulter@stanredtax.com	1	solar	20	
msawchuk@zencorporation.com	1	solar	40	12
mschemmer@silis.com	1	wind-turbine	132	79
mschirpke@streethex.com	1	solar	82	15
mschirpke@streethex.com	2	solar	83	28
mschmierer@iselectrics.com	1	solar	67	
mseewald@betatech.com	1	solar	27	35
msergi@cancity.com	1	solar	100	
msetter@ganjaflex.com	1	solar	129	
msetter@konex.com	1	solar	80	42
mshadrick@donware.com	1	solar	126	66
mshinko@sumace.com	1	solar	153	
msimilton@betatech.com	1	solar	62	
mspickerman@cancity.com	1	solar	17	39
mstaback@dontechi.com	1	solar	47	15
mstimmel@plexzap.com	1	solar	34	10
mstorment@streethex.com	1	solar	53	11
mtagala@condax.com	1	wind-turbine	17	15
mtegarden@mathtouch.com	1	solar	39	31
mtillotson@cancity.com	1	solar	131	41
mtreston@betasoloin.com	1	solar	56	12
mtreston@singletechno.com	1	wind-turbine	82	
mupthegrove@isdom.com	1	solar	119	30
mupthegrove@toughzap.com	1	wind-turbine	42	50
mventura@funholding.com	1	solar	84	
mventura@y-corporation.com	1	solar	34	22
mvizarro@nam-zim.com	1	solar	55	
mvocelka@sunnamplex.com	1	solar	87	
mweight@statholdings.com	1	solar	172	44
mwieser@mathtouch.com	1	solar	84	21
mwieser@mathtouch.com	2	solar	85	27
mwolny@xx-zobam.com	1	solar	93	14
mworlds@dontechi.com	1	solar	78	
myum@xx-holding.com	1	solar	30	27
myum@xx-holding.com	2	solar	91	24
mzepp@codehow.com	1	solar	98	68
mzepp@dambase.com	1	solar	154	25
nacey@silis.com	1	solar	40	
nacey@silis.com	2	solar	80	
nagramonte@zencorporation.com	1	wind-turbine	23	60
nandreason@kinnamplus.com	1	solar	97	10
narias@dalttechnology.com	1	solar	23	19
nasar@scotfind.com	1	solar	81	19
nbeech@donquadtech.com	1	wind-turbine	32	20
nbookamer@openlane.com	1	solar	35	12
nboulter@golddex.com	1	solar	38	43
nboulter@golddex.com	2	solar	19	16
nbrucato@cancity.com	1	solar	94	
nbruschke@plusstrip.com	1	solar	25	13
nbuzick@sonron.com	1	solar	20	23
ncaiafa@betasoloin.com	1	solar	42	42
ncampain@faxquote.com	1	wind-turbine	98	12
ndegroot@dontechi.com	1	solar	18	86
ndeleo@finjob.com	1	solar	46	22
ndenooyer@scotfind.com	1	solar	162	19
nfern@faxquote.com	1	solar	19	27
nfrankel@ganjaflex.com	1	solar	52	15
nfredicks@scottech.com	1	solar	107	150
ngiguere@inity.com	1	wind-turbine	140	
ngleich@opentech.com	1	solar	86	14
ngochal@green-plus.com	1	solar	160	90
nhagele@mathtouch.com	1	solar	35	
nhixenbaugh@betatech.com	1	solar	134	28
nhixenbaugh@betatech.com	2	solar	105	45
nhoneywell@j-texon.com	1	wind-turbine	16	15
nisaacs@finjob.com	1	solar	68	
njuvera@dalttechnology.com	1	solar	162	45
nknipp@bioholding.com	1	solar	97	16
nkulzer@opentech.com	1	wind-turbine	92	24
nmaisto@kinnamplus.com	1	solar	19	42
nmalet@green-plus.com	1	solar	15	
nmatuszak@donquadtech.com	1	wind-turbine	108	24
nmccullan@yearin.com	1	solar	22	
nmconnell@mathtouch.com	1	wind-turbine	165	13
nmcrae@singletechno.com	1	solar	62	
nmerced@openlane.com	1	solar	124	12
nmontezuma@opentech.com	1	solar	41	
nnachor@ontomedia.com	1	solar	165	
