email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
jsamu@plussunin.com	condominium	1183	69	75	52048	electric,liquid fuel
jsamu@xx-holding.com	condominium	1529	68	74	58553	electric
jsarbacher@newex.com	house	1883		74	08349	
jsawchuk@ron-tech.com	condominium	837	72		96101	electric
jsayaphon@sumace.com	house	115	70	73	68303	electric
jscheyer@zumgoity.com	condominium	1588			46345	gas
jschieler@green-plus.com	apartment	1009	70		66546	
jschieler@scottech.com	condominium	1458	74	73	20066	
jschirpke@lexiqvolax.com	modular home	423	72	71	04759	electric,steam
jschmierer@konex.com	townhome	1196	76	69	33643	electric
jscipione@sonron.com	house	1838	72	73	85608	electric,gas
jscriven@donquadtech.com	apartment	769	73	71	38103	
jseewald@domzoom.com	house	1790	71	69	15223	electric
jseewald@plussunin.com	townhome	984	71	70	35218	electric
jsergi@kan-code.com	house	871	76	70	00792	electric
jsergi@xx-zobam.com	house	1635	75	71	46920	
jshadrick@inity.com	house	1463	74	73	38019	electric
jshealy@y-corporation.com	apartment	426	66	74	20110	steam
jshields@nam-zim.com	apartment	739	71	72	28266	electric
jshields@statholdings.com	apartment	64	75	72	45333	electric,gas
jshin@treequote.com	house	2059	72	70	70455	gas
jshire@domzoom.com	townhome	619	76		05733	electric,gas
jskulski@fasehatice.com	apartment	829	71	72	91740	electric,gas,liquid fuel
jskulski@stanredtax.com	apartment	469	71	74	44599	liquid fuel,steam
jslayton@inity.com	apartment	1063	76	68	07961	gas
jslayton@openlane.com	townhome	1203		71	96028	electric,liquid fuel
jslayton@zotware.com	townhome	1385			28205	
jslusarski@hatfan.com	house	1314		72	15329	electric
jsmith@zathunicon.com	apartment	2280	75	70	80204	electric
jspickerman@donquadtech.com	townhome	1912		74	55550	electric,gas
jstaback@donquadtech.com	apartment	1394	71	75	42757	gas
jstaback@konmatfix.com	condominium	2349	74		05340	
jstaback@lexiqvolax.com	house	2196	74	76	35975	electric
jstaback@plussunin.com	modular home	444	71	69	21609	electric
jstaback@ron-tech.com	apartment	493	72	71	60426	
jsteffensmeier@konex.com	house	1088			22184	
jsteffensmeier@ron-tech.com	apartment	295	66	74	61605	
jstem@y-corporation.com	apartment	1051	72	73	90264	liquid fuel
jstenseth@blackzim.com	apartment	630	72	73	95416	
jstockham@plusstrip.com	apartment	914	71	75	74112	electric
jstorment@plusstrip.com	house	1757		72	48195	electric
jstorment@singletechno.com	modular home	275	73	72	71018	
jstuer@lexiqvolax.com	house	853	70		49228	
jsturiale@betasoloin.com	house	741	69		20391	electric,gas,liquid fuel
jsturiale@hatfan.com	townhome	1287	74	72	52619	electric
jsuell@y-corporation.com	condominium	667	73	73	68429	electric,gas,steam
jsuffield@finhigh.com	townhome	1377	76		79423	electric,gas
jsweely@donquadtech.com	apartment	765	67		61320	electric
jsweigard@zencorporation.com	modular home	716	74	71	01090	
jtheodorov@golddex.com	house	863	73	74	91222	electric,gas,liquid fuel
jthreets@plusstrip.com	house	1217	72		24565	electric,gas
jthyberg@plussunin.com	house	291	76	75	25106	steam
jtjepkema@silis.com	house	1233		75	83837	steam
jtoelkes@kinnamplus.com	townhome	732	75	70	01254	electric,liquid fuel
jtolfree@cancity.com	apartment	59	69		49226	
jtolfree@plusstrip.com	apartment	548	73	71	34472	
jtollner@dambase.com	apartment	1303	73	73	07065	
jtollner@finjob.com	house	1350	74	75	23380	
jtomblin@streethex.com	house	742			55052	electric
jtromblay@fasehatice.com	house	756	74	74	21520	electric,liquid fuel
jturinetti@stanredtax.com	apartment	1238	72		24867	electric,liquid fuel
jturinetti@zencorporation.com	townhome	756			28684	
jupthegrove@j-texon.com	apartment	377	73	73	72758	electric,gas
jventura@condax.com	condominium	1884	77	74	29706	
jventura@golddex.com	apartment	1163	73		98505	electric,liquid fuel
jventura@konex.com	apartment	472	72	72	15469	electric
jventura@newex.com	apartment	359	74	72	83822	
jvonasek@condax.com	house	773	73	73	96841	gas
jvonasek@kinnamplus.com	apartment	933	74		22656	gas,steam
jwalthall@singletechno.com	condominium	951	67	73	05669	gas
jweglarz@singletechno.com	townhome	1154		74	95524	electric
jwenzinger@y-corporation.com	townhome	1231		69	19335	electric
jwide@rundofase.com	condominium	854	70	76	80019	
jwitten@iselectrics.com	house	3843	73		24544	liquid fuel
jwitten@mathtouch.com	apartment	661	71	70	19482	electric
jwolfgramm@faxquote.com	apartment	655	74		64781	gas
jwolfgramm@opentech.com	apartment	1017	66		57108	electric
jyaw@finjob.com	apartment	684	76	73	35127	electric,gas
jyglesias@finhigh.com	apartment	1299	70	70	98855	electric,gas
jzagen@j-texon.com	house	1433	71		15026	gas
jzane@silis.com	condominium	71	66	71	29716	
jzepp@condax.com	apartment	442	75		16665	electric
kabdallah@kinnamplus.com	apartment	2357	72	71	68743	steam
kacey@faxquote.com	house	1040	74	69	13035	electric
kamyot@iselectrics.com	modular home	522	69		64192	electric,gas
kankeny@treequote.com	house	2339	72		13403	electric,gas
karceo@cancity.com	house	1058	73	75	97468	electric
kasar@golddex.com	condominium	1488	73	73	16939	electric
kauffrey@nam-zim.com	apartment	1545	64	72	30527	
kbaltimore@fasehatice.com	house	951	74		27228	liquid fuel
kbarfield@finhigh.com	modular home	135		75	41647	steam
kbartolet@rantouch.com	condominium	463			72619	electric,gas
kbayless@toughzap.com	apartment	1214	74	75	19533	electric,gas
kbitsuie@sunnamplex.com	apartment	604	70	74	33672	electric,gas
kblackwood@streethex.com	apartment	1173	66	74	32719	electric
kblunk@domzoom.com	house	1066	74	76	90714	electric,gas
kblunk@treequote.com	townhome	2991	68		04347	gas
kboord@fasehatice.com	apartment	489	72	71	72401	electric
kbrucato@fasehatice.com	house	1219		71	53011	electric,gas,steam
kbruschke@cancity.com	townhome	2720	78		75141	electric
kburnard@xx-holding.com	apartment	1773	72	75	34990	electric,gas
kbutt@rundofase.com	house	836	68	74	30680	electric,gas
kcaiafa@betasoloin.com	apartment	1020	70	73	04454	
kcaiafa@plexzap.com	house	1623			55322	
kcantres@opentech.com	apartment	1668	75		29333	electric,steam
kcaudy@iselectrics.com	condominium	2006	75	71	51651	electric,liquid fuel
kchaffins@scotfind.com	apartment	900	65	73	04010	
kchavous@nam-zim.com	modular home	217	71	74	12911	electric
kchui@ganjaflex.com	house	1329	76	70	50347	electric,gas
kcolaizzo@conecom.com	townhome	610	76	72	79312	liquid fuel,steam
kcolla@scotfind.com	apartment	1374	68	73	72927	electric,gas,steam
kcomnick@newex.com	house	2563	78		23106	
kcoody@doncon.com	house	122	69	74	48308	electric,gas
kcorbley@faxquote.com	house	451	73	73	03450	electric
kcork@mathtouch.com	house	981		72	70149	gas
kcork@nam-zim.com	house	1280	72	74	66717	electric
kcoyier@xx-zobam.com	apartment	1289		74	90023	
kcronauer@dontechi.com	townhome	1353	67	71	33856	electric
kcryer@doncon.com	apartment	92	64	69	73546	
kdaufeldt@gogozoom.com	townhome	1829	76	71	19382	
kdegonia@zathunicon.com	house	3777	75	75	91905	steam
kdewar@silis.com	house	1834	77	74	31079	
kdickerson@isdom.com	apartment	1358	75		17585	electric,gas,liquid fuel
kdilliard@doncon.com	apartment	1154	70		71772	gas
kdilliard@dontechi.com	apartment	1077	71		78598	electric,gas
kdinos@donquadtech.com	apartment	570	70	69	97380	electric
kdinos@hottechi.com	condominium	1268	71		67450	electric
kdinos@openlane.com	house	3317	69		41080	electric
kdinos@sonron.com	condominium	1994			85080	
kdorshorst@funholding.com	townhome	617	68		66251	
kduenas@conecom.com	house	2209	73	72	28781	electric,gas,liquid fuel
kduenas@toughzap.com	house	990	74	73	04254	gas
keanes@ganjaflex.com	house	953	74	75	05824	
keanes@statholdings.com	house	1299	76	70	39564	gas
kehmann@dontechi.com	house	118	74	75	75378	gas
kehmann@isdom.com	house	1171	76	72	98337	electric,gas
kengelberg@dambase.com	house	1685	66	75	20193	
kfallick@bioplex.com	apartment	635	73		74533	gas,liquid fuel,steam
kfarrar@scotfind.com	apartment	55			26501	electric
kferencz@hottechi.com	house	684			78705	electric
kfern@domzoom.com	apartment	1208	67	68	32923	steam
kfishburne@kan-code.com	house	566	76	75	50649	gas
kfoller@donware.com	house	1437	68	71	64188	electric,liquid fuel
kfrankel@golddex.com	apartment	885		73	61372	
kfrey@rantouch.com	condominium	1976	67		83442	electric,gas,liquid fuel
kfrey@zathunicon.com	house	1265	75		64456	gas,liquid fuel
kfritz@betasoloin.com	apartment	531		70	02563	electric,gas
kgesick@conecom.com	condominium	670	71		16553	
kgibes@kinnamplus.com	modular home	300	75		01844	electric,gas
kgillaspie@xx-zobam.com	apartment	559	77	74	29734	electric,gas
kgillian@fasehatice.com	condominium	1188	71	74	70541	
kgobern@labdrill.com	condominium	2077	76	73	52642	electric,gas,liquid fuel
kgobern@treequote.com	house	1166	71	73	20581	electric
kgochal@faxquote.com	house	2515	74		30079	gas
kgotter@hottechi.com	house	1574	73		16701	electric,gas
kgotter@stanredtax.com	townhome	959	71	75	78228	electric
kgotter@xx-zobam.com	modular home	405	69		83253	
kgreenbush@openlane.com	house	2476	73		87176	steam
khagele@sunnamplex.com	condominium	589		73	93924	electric,gas
khalsey@finhigh.com	apartment	586	70	71	83333	
khanafan@plexzap.com	apartment	1140	72	75	39571	electric,gas,liquid fuel,steam
kharabedian@cancity.com	apartment	1884		75	99826	
khaufler@doncon.com	townhome	58	75	71	98266	electric
kheintzman@mathtouch.com	apartment	538	77	74	75232	
khidvegi@konex.com	apartment	521	64	73	88036	electric,gas
khixenbaugh@doncon.com	house	784		70	71260	electric,gas
khixenbaugh@silis.com	apartment	1369		69	60513	electric,liquid fuel
khoogland@lexiqvolax.com	apartment	454	68		04270	electric
khoogland@year-job.com	house	712	72	76	96094	electric,gas,liquid fuel
khoogland@yearin.com	house	1024		73	29306	gas
kisenhower@dambase.com	condominium	2029	73		38943	electric
kjillson@kan-code.com	townhome	1109			05481	
kjuvera@zotware.com	modular home	607	76	76	96079	
kkaniecki@toughzap.com	apartment	1288	75	74	83447	electric
kkannady@zathunicon.com	house	594	68	72	37774	electric,gas,liquid fuel
kkarpin@kan-code.com	house	2943	75	72	74333	electric
kkeetch@plexzap.com	modular home	454	71		36054	electric
kketelsen@conecom.com	house	1349	76	69	47611	gas
kkippley@doncon.com	modular home	299	66		12823	electric,gas
kklimek@streethex.com	house	1114	76	76	35064	electric,liquid fuel
kklimek@sumace.com	townhome	1171	76		77351	electric
kklusman@funholding.com	condominium	574	72		52358	electric
kklusman@silis.com	house	1675	70	75	72390	
kkolmetz@kinnamplus.com	apartment	1449		71	20722	electric
kkorando@bioplex.com	apartment	813	67	73	24077	electric,gas
kkorando@konmatfix.com	house	696	75	71	85939	electric,gas,liquid fuel
klacovara@green-plus.com	townhome	1342	76		91377	gas
klapage@betasoloin.com	modular home	455	76	75	62757	electric,gas
klapage@rundofase.com	condominium	611	70	76	34473	gas
klary@scottech.com	house	587	67		14092	gas
klatzke@statholdings.com	house	1908	73	72	98607	electric
klawler@opentech.com	townhome	1479		70	08645	gas
kleinenbach@sonron.com	house	651	72	76	42070	electric,liquid fuel
klinahan@rundofase.com	house	852	74		44285	
klindall@xx-zobam.com	townhome	584	75	71	76874	electric
klipkin@streethex.com	condominium	1863	67		79346	
kliukko@kan-code.com	house	1777	75	73	92138	steam
kloader@dambase.com	apartment	514	75		13648	gas
kloader@xx-zobam.com	house	1450	69	76	95120	electric
klorens@finjob.com	house	1551		71	03852	
klother@yearin.com	house	1358	69	72	36481	electric,gas
kmaclead@opentech.com	apartment	561	76		51360	liquid fuel
kmai@zotware.com	house	1551	71	74	62691	
kmarrier@y-corporation.com	modular home	1036	72	71	26676	gas
kmartabano@funholding.com	apartment	889	67	71	35761	
kmatuszak@yearin.com	house	1118	67	72	40310	
kmatuszak@zencorporation.com	townhome	493	67	68	27480	
kmccullan@nam-zim.com	house	1583	75		63638	electric
kmcdoniel@fasehatice.com	townhome	995	74		24562	
kmconnell@hatfan.com	condominium	185			98083	electric,gas
kmconnell@konmatfix.com	apartment	1978	74	72	83450	electric
kmeteer@hottechi.com	apartment	794	70	74	32084	
kmeteer@iselectrics.com	apartment	1048	66		24888	electric
kmirafuentes@silis.com	apartment	1044	69	72	00966	
kmiro@rangreen.com	townhome	1382	72	69	65301	electric
kmorasca@konex.com	house	2647	71	69	21228	gas
kmorocco@bioplex.com	apartment	524	75	74	20211	gas
kmorocco@conecom.com	apartment	474	76	72	57273	
kmorocco@opentech.com	house	1036	74	72	95613	electric
kmulqueen@cancity.com	apartment	1261		74	77068	
kmulqueen@yearin.com	apartment	764	68	72	63044	electric,liquid fuel
kmunns@ontomedia.com	apartment	511	65		52031	gas,liquid fuel
kmyricks@faxquote.com	modular home	210	72	71	30630	electric
kmyricks@y-corporation.com	apartment	792	70	71	02916	electric,liquid fuel
kmyricks@zencorporation.com	apartment	456		72	72460	electric,gas
knabours@faxquote.com	townhome	1678			70593	electric
knabours@warephase.com	house	720	73	72	93305	gas
knachor@scotfind.com	apartment	934	73	72	16417	gas
knunlee@newex.com	apartment	438	69		13839	electric
koldroyd@dambase.com	apartment	1041			99502	electric
koles@xx-holding.com	condominium	968	75	75	12407	gas,liquid fuel
kpadilla@codehow.com	condominium	1163	73	76	19960	steam
kparvis@nam-zim.com	townhome	819	76		29666	gas
kparvis@streethex.com	apartment	647	71	72	19809	gas
kpaskin@groovestreet.com	townhome	1044			05651	electric,gas
kpelkowski@stanredtax.com	apartment	509	71	73	11385	electric,steam
kperez@zotware.com	house	676		72	34743	electric,gas,liquid fuel
kperigo@finjob.com	house	611	75	73	41203	electric
kperin@condax.com	house	1774		72	79247	liquid fuel
kperin@dontechi.com	modular home	856	78	72	00962	electric,gas
kplumer@zencorporation.com	townhome	1035	77	72	84199	steam
kpontoriero@xx-zobam.com	house	2081	72	74	00738	electric
kpoquette@opentech.com	apartment	508	74	71	91609	
kpoullion@dontechi.com	apartment	533	78	75	30305	electric
kradde@hottechi.com	townhome	967	66	74	55403	gas
kradde@zoomit.com	tiny house	9	71	68	46183	electric
krauser@donquadtech.com	townhome	1999	71	72	14435	gas
krauser@gogozoom.com	modular home	432	76		53808	electric,liquid fuel,steam
kraymo@xx-zobam.com	apartment	1333	76	74	12176	steam
kregusters@domzoom.com	apartment	662	74	73	41098	electric
kreitler@groovestreet.com	house	643	74		27526	liquid fuel
krentfro@betatech.com	townhome	1376	72	72	76020	electric
krentfro@treequote.com	modular home	223		71	14130	gas
krhym@lexiqvolax.com	modular home	402	71	75	05037	
krodeigues@zathunicon.com	house	1435	78	70	40049	electric,gas
krowling@konex.com	townhome	1082	73		36916	electric
krowling@zotware.com	apartment	1157	76	72	45025	gas
kroyster@inity.com	apartment	464		72	60612	
kroyster@singletechno.com	house	1270	72	72	30739	liquid fuel
ksamu@goodsilron.com	condominium	1230	73	73	05148	electric,gas
ksaulter@plusstrip.com	house	1298	69		73848	electric
ksaylors@doncon.com	apartment	360		75	93410	liquid fuel,steam
kschemmer@inity.com	house	1585		71	68016	electric
kschemmer@scotfind.com	house	1160	73		33838	electric,gas
kschemmer@y-corporation.com	apartment	1822	70		83313	electric,gas
kschmierer@toughzap.com	condominium	1043	65		64743	gas
kschnitzler@finjob.com	house	754	68	70	84780	
kschnitzler@inity.com	townhome	694	75	70	39475	liquid fuel
kseewald@streethex.com	house	3732	73		63766	steam
ksengbusch@goodsilron.com	modular home	649	73	73	62370	electric,gas
ksergi@finjob.com	townhome	2248	76	73	47935	gas
kshields@ontomedia.com	house	2211	66		85550	electric
kshin@betasoloin.com	house	844	76	74	05901	electric,steam
kshinko@xx-zobam.com	apartment	989		72	29510	electric
kslusarski@donquadtech.com	apartment	984	68	76	47463	electric
ksmith@codehow.com	apartment	166	67	69	49696	electric
kspringe@bioholding.com	house	2310	75	73	83544	electric
kspringe@kan-code.com	apartment	149	70	72	39183	gas,liquid fuel
kspringe@mathtouch.com	house	1547			06860	
kstaback@gogozoom.com	house	1553	76	73	26407	electric,liquid fuel
ksteffensmeier@openlane.com	house	1391	76	73	72926	electric
ksteier@gogozoom.com	apartment	566		72	40370	liquid fuel
kstimmel@yearin.com	house	2299	70		76701	electric
ksturiale@ganjaflex.com	modular home	132	68		65629	electric
ksuell@cancity.com	condominium	1179	71		58241	electric
ksuell@konex.com	apartment	1400	71		36569	electric
ksuell@rangreen.com	house	2276	75		76845	
ksuffield@j-texon.com	house	1339	71	73	53939	gas
ksweely@iselectrics.com	apartment	444	69	76	42240	electric,liquid fuel
ksyrop@bioholding.com	house	2943	73	74	28715	electric,gas,liquid fuel
ktawil@streethex.com	apartment	439	73		56654	gas
kthyberg@betasoloin.com	condominium	401	70	75	57016	
ktolfree@silis.com	house	2275		71	93446	electric
ktollner@kinnamplus.com	house	628	77	72	20437	electric,liquid fuel
ktomasulo@golddex.com	apartment	577	75	68	08558	gas
ktreston@toughzap.com	house	957	76	69	46555	electric,gas
kvarriano@stanredtax.com	condominium	1181		73	16942	electric
kvenere@cancity.com	house	494		75	54651	
kvillanueva@iselectrics.com	townhome	1047	71	72	29402	gas
kvillanueva@labdrill.com	townhome	1525	76	74	19390	
kvocelka@finjob.com	townhome	1081	70	76	13133	gas
kwardrip@y-corporation.com	townhome	1361	73	76	72451	
kwaymire@stanredtax.com	condominium	725	73		94951	gas
kweight@rangreen.com	house	1154	66	71	92018	gas
kwenner@nam-zim.com	house	1601	76	74	74401	gas
kwenzinger@newex.com	apartment	1019	76	73	40840	
kwesterbeck@y-corporation.com	house	2342	68	72	12184	electric
kwhobrey@xx-holding.com	modular home	198		73	23917	gas
kwide@dalttechnology.com	townhome	1292	71	75	57330	gas,steam
kwieser@dalttechnology.com	modular home	481	73		07304	electric
kwrinkles@rangreen.com	apartment	360	74		01342	electric
kwrinkles@year-job.com	townhome	554		70	25523	electric,steam
kyglesias@cancity.com	apartment	1712	71	74	68792	gas,liquid fuel,steam
kyglesias@rangreen.com	apartment	47			70634	liquid fuel
kyglesias@yearin.com	apartment	1110	69	75	76856	gas
kyori@hatfan.com	apartment	700	75	70	49918	electric,gas
kzurcher@goodsilron.com	townhome	767	74	71	58057	electric,gas
labdallah@xx-zobam.com	apartment	1534			46202	electric
lacey@xx-zobam.com	apartment	899	70	72	95170	electric,gas,liquid fuel
lacey@zoomit.com	house	1244	76	74	10028	electric,gas
lacey@zumgoity.com	townhome	105	73		44258	liquid fuel
ladkin@singletechno.com	townhome	258			03803	electric
lagramonte@hottechi.com	house	3425	73		69167	liquid fuel
lagramonte@singletechno.com	house	1852	72		36790	electric,gas
lagramonte@sumace.com	house	966		75	08052	
lalbares@zotware.com	townhome	534	75	69	77862	electric
lamyot@doncon.com	apartment	445	75		78461	electric,liquid fuel
landreason@opentech.com	apartment	82	67		28660	gas
langalich@rangreen.com	townhome	514	69	72	40290	electric
lankeny@betasoloin.com	apartment	473	78	75	38039	electric,liquid fuel,steam
larceo@betasoloin.com	apartment	1104	69	73	03084	gas
larceo@scotfind.com	townhome	1146	76	74	30912	gas,liquid fuel
laredondo@blackzim.com	modular home	320	72		63034	steam
lasar@newex.com	house	1324	74		42160	electric
lbarfield@zotware.com	apartment	443		72	70440	electric,liquid fuel
lbatman@betasoloin.com	house	1170	72	72	61458	electric,gas
lbeech@betasoloin.com	townhome	557	78		20166	electric
lbeech@xx-zobam.com	modular home	295		73	75751	electric
lbergesen@dalttechnology.com	townhome	1403	70	75	35058	
lberray@bioplex.com	modular home	126	75	75	18844	
lbevelacqua@sonron.com	house	1388	71	72	36503	gas
lbiddy@conecom.com	apartment	715	73	70	97479	
lbiddy@xx-holding.com	house	1772	65	69	73436	electric,gas
lbilden@plusstrip.com	house	778	75		52594	liquid fuel
lblackwood@ron-tech.com	apartment	449		71	76673	electric,steam
lblunk@doncon.com	house	1055	67		94106	
lblunk@silis.com	apartment	1431	64	73	89832	gas
lbolognia@dambase.com	modular home	313		72	29580	
lbolognia@zencorporation.com	house	216	69	75	66451	liquid fuel
lboord@sonron.com	house	123	75	74	30546	gas
lborgman@betasoloin.com	condominium	1810	72		34737	liquid fuel
lborgman@funholding.com	apartment	346	69	71	60952	gas
lboulter@codehow.com	townhome	913		75	22906	gas
lboulter@condax.com	house	1296	75	70	33127	electric
lboulter@finhigh.com	apartment	723	69	76	39192	
lboulter@plexzap.com	house	1415	74	72	45362	gas,steam
lbourbon@doncon.com	apartment	597	71	72	52141	
lbowley@rundofase.com	townhome	1449		75	04050	electric,gas
lbowley@statholdings.com	condominium	1364			76949	
lbriddick@zoomit.com	apartment	955	73	72	14742	electric
lbrossart@dalttechnology.com	house	2031	77	72	32505	electric,gas
lbrossart@finhigh.com	apartment	958		75	54984	
lbrucato@bioholding.com	townhome	1395	70	75	14041	
lbubash@rangreen.com	house	2337	78		64765	electric
lbubash@treequote.com	townhome	633	75	75	72002	electric
lbuemi@opentech.com	apartment	514	67	72	89016	liquid fuel
lburnard@hottechi.com	apartment	132	77	72	80128	liquid fuel
lbutt@streethex.com	apartment	182	74	70	85230	electric,gas,liquid fuel
lbutzen@green-plus.com	apartment	509		73	08110	electric
lbutzen@openlane.com	apartment	472	69	71	51441	electric
lcaiafa@statholdings.com	apartment	1086	66	69	74045	electric,liquid fuel
lcaiafa@sunnamplex.com	modular home	248	75	71	33314	electric,gas,liquid fuel
lcallaro@inity.com	apartment	1246		73	56076	liquid fuel
lcalvaresi@lexiqvolax.com	house	241	73	70	29069	electric,gas
lcandlish@blackzim.com	apartment	59	72	70	33736	electric
lcandlish@hatfan.com	house	74	75	69	63077	gas,liquid fuel
lcandlish@plussunin.com	townhome	2143	72	74	66861	gas,steam
lcanlas@hatfan.com	house	1416	75	75	06511	
lcanlas@nam-zim.com	apartment	916	72	73	38223	gas
lcantres@xx-zobam.com	apartment	862	76	74	50561	electric
lcartan@scotfind.com	condominium	1115	72	72	95522	electric,gas
lcastros@blackzim.com	condominium	1158			55379	electric
lcastros@toughzap.com	modular home	392	76	72	11230	electric,steam
lcentini@sunnamplex.com	house	919	70		56120	electric
lchaffins@zotware.com	apartment	1668	69		63960	electric
lchavous@betasoloin.com	house	1602			39363	gas
lchickering@konex.com	apartment	176	72		35149	electric,gas
lclaucherty@plussunin.com	modular home	704	70	71	33960	gas
lcloney@plexzap.com	modular home	167	71	72	04327	gas,liquid fuel
lcloney@scotfind.com	townhome	1393	72	74	39474	
lcoody@condax.com	townhome	914	68		38048	
lcoody@sunnamplex.com	apartment	725	72	68	29205	electric,liquid fuel
lcookey@finhigh.com	house	866	64	72	13108	electric
lcorbley@rangreen.com	apartment	543	72	72	22135	electric,gas
lcork@scottech.com	house	1297	75	76	58639	
lcork@zoomit.com	house	805	75		45553	steam
lcork@zotware.com	apartment	763	73		79095	liquid fuel
lcorrington@labdrill.com	apartment	1127	76	73	30540	liquid fuel
lcorrington@xx-holding.com	apartment	104	75	75	60087	
lcoyier@iselectrics.com	house	1788	68	73	92241	electric,steam
lcraghead@donware.com	house	1386	72	72	89016	electric,gas
lcronauer@inity.com	modular home	265	73		77533	gas,steam
lcronauer@opentech.com	house	133	75	76	44473	electric,gas,liquid fuel
lcrupi@bioholding.com	apartment	434	72	74	54602	electric,gas
lcryer@kan-code.com	apartment	453	72	72	53215	electric,gas,steam
ldallen@rundofase.com	apartment	1013	74	76	60570	gas,liquid fuel
ldallen@warephase.com	townhome	228	70	74	83338	electric,gas
ldarakjy@scotfind.com	apartment	699	72		04279	
ldaufeldt@dambase.com	apartment	1011			54929	electric,gas
ldegonia@kinnamplus.com	house	1605	70		48911	steam
ldegonia@treequote.com	apartment	767	67	70	01264	electric,steam
ldelasancha@donware.com	house	2314	71	69	50525	electric
ldelasancha@funholding.com	townhome	2738	76		24177	liquid fuel
ldelasancha@singletechno.com	condominium	44			49952	steam
ldeleo@ontomedia.com	modular home	777	74	71	42303	electric,liquid fuel
ldemesa@funholding.com	house	133	73	70	73844	electric
ldevreese@finjob.com	apartment	1191		69	84087	electric,gas
ldevreese@scottech.com	apartment	92	71		46546	liquid fuel
ldewar@nam-zim.com	apartment	335	77	71	90210	electric,gas,liquid fuel
ldhamer@finjob.com	apartment	2153	76	72	75938	
ldhamer@openlane.com	apartment	795	75	76	06018	electric
ldiestel@conecom.com	house	1096			32625	electric,gas
ldilello@rundofase.com	condominium	918		75	32575	electric,liquid fuel
ldilliard@nam-zim.com	house	1673	71	71	38651	electric
ldinos@groovestreet.com	townhome	1564	76	74	24870	electric
ldinos@scottech.com	apartment	962	67		98609	steam
ldinos@zumgoity.com	townhome	235	69		45250	electric
ldiscipio@inity.com	house	1391	67	74	32641	liquid fuel
ldopico@doncon.com	apartment	497	65	73	33008	electric
ldopico@nam-zim.com	house	1542	64	74	61077	
ldopico@warephase.com	modular home	308	75		12122	electric,gas
ldorshorst@plusstrip.com	house	1529	77	72	99773	electric
leanes@doncon.com	apartment	1675	72	70	48658	gas,liquid fuel
leanes@openlane.com	townhome	878	67	74	91506	
lemard@codehow.com	apartment	437	77	72	63567	
lemard@openlane.com	apartment	794	71	71	10185	electric,gas,steam
lemigh@konmatfix.com	townhome	112			75032	
lennaco@fasehatice.com	house	678	70	71	68409	liquid fuel
lfallick@kan-code.com	house	826	74	69	38174	
lfarrar@sumace.com	tiny house	81	75	72	39406	electric
lfarrow@donquadtech.com	condominium	4269	73	74	54152	
lfarrow@silis.com	modular home	307			11796	liquid fuel
lfarrow@y-corporation.com	house	1170	75		02460	electric,gas
lfeichtner@groovestreet.com	townhome	609	76		16821	electric
lfeichtner@ron-tech.com	apartment	440		75	54769	electric
lfelger@rantouch.com	modular home	187	66	74	68155	electric
lferencz@isdom.com	house	1140	76	72	15943	
lferencz@xx-holding.com	townhome	1104	75	75	26170	gas
lferrario@singletechno.com	townhome	1205	74	70	56518	
lfigeroa@j-texon.com	house	66	72	73	48663	electric,gas
lfigeroa@rantouch.com	apartment	1286	72	73	79370	gas,steam
lfishburne@cancity.com	townhome	1009	72		77020	electric,gas
lfishburne@konex.com	house	1345	74	75	94523	electric,gas
lflister@bioplex.com	house	1380	73		40390	gas
lfrancescon@treequote.com	apartment	81	69	76	58122	electric,gas
lgabisi@doncon.com	townhome	1001	69	76	16550	
lgabisi@mathtouch.com	apartment	1318	73	72	25837	electric
lgabisi@openlane.com	apartment	3699	72	76	53560	gas
lgarufi@dontechi.com	modular home	59	70	70	54873	gas,steam
lgato@rantouch.com	house	774	72		80303	electric
lgellinger@rundofase.com	apartment	2155	76	73	65466	gas,liquid fuel
lgesick@finjob.com	townhome	1123	68		44837	electric,liquid fuel,steam
lgesick@green-plus.com	house	1947	69	76	30752	
lgesick@hottechi.com	house	1542			95327	
lgesick@konmatfix.com	apartment	1150	71	69	39058	electric
lgibes@codehow.com	house	735	73	74	41433	gas
lgiguere@betasoloin.com	house	184	74	73	44599	electric,gas
lgiguere@golddex.com	house	3365			14055	electric,gas,steam
lgillian@golddex.com	house	134	69	73	26237	liquid fuel
lglick@warephase.com	house	1329	74	71	15205	liquid fuel,steam
lgobern@konmatfix.com	house	810	70		29679	
lgoldammer@zumgoity.com	townhome	814	74		02456	gas,liquid fuel
lgrenet@kan-code.com	house	97	73		40080	electric
lgrenet@zencorporation.com	townhome	1891		70	95864	electric
lgudroe@bioplex.com	apartment	177	71		21653	electric,steam
lgudroe@donware.com	modular home	314	76	72	50676	
lgwalthney@doncon.com	house	3032	71	72	25928	
lgwalthney@scottech.com	house	780	71	69	98494	gas
lhagele@year-job.com	house	206	75	71	11241	electric
lhamilton@donquadtech.com	townhome	758	71		27986	electric,liquid fuel
lharabedian@doncon.com	house	1417	71		83706	electric,gas
lharnos@doncon.com	apartment	846		75	08321	
lharoldson@bioplex.com	apartment	570	69		68711	electric,gas,liquid fuel
lharoldson@nam-zim.com	modular home	165	75	71	77969	gas
lhauenstein@condax.com	apartment	395		71	47245	
