household_email	appliance_number	manufacturer_name	model	appliance_type	energy_source	air_handler_types	rpm	eer	hspf	seer	tank_size	temperature	btu
gwildfong@scottech.com	1	Raprobaquicator  Company	Grosipor	air_handler	gas	heater	1790						8206
gwildfong@scottech.com	2	Thrucadedor Direct	Upzapaquar	air_handler	thermosolar	heater	1060						6707
gwildfong@scottech.com	3	Parquestower	Barzapimin	water_heater	heat pump						18.3	119	6774
gwitten@condax.com	1	Trurobax Direct Company	Dopnipar	air_handler	electric	heater	1190						11687
gwitten@conecom.com	1	Dopsipplentor  Corp.	Dopfropin	air_handler		heatpump	1090		16.1	40.8			9829
gwitten@conecom.com	2	Klisapor International	Thrumunopentor	air_handler	gas	heater	580						8352
gwitten@conecom.com	3	Varsapower WorldWide	Tipkilepor	air_handler	electric	heater	1940						10818
gwitten@zencorporation.com	1	Qwitanex WorldWide	Frotanower	air_handler		heatpump	1190		21.2	44.0			15088
gwolfgramm@rantouch.com	1	Unroban Holdings Company	Monwericator	water_heater	electric						16.8		7236
gwolfgramm@rantouch.com	2	Doperin	Tiprobepistor	water_heater	electric						43.9	113	6546
gwolfgramm@rantouch.com	3	Raptinefazz	Varquestor	air_handler	gas	heater	1580						5159
gwolfgramm@rantouch.com	4	Monhupefantor WorldWide		air_handler	gas	heater	620						8006
gwolfgramm@ron-tech.com	1	Dopsipegentor Direct	Unrobommin	water_heater	electric						77.3	138	3092
gwrinkles@zotware.com	1	Frojubupax  Corp.	Inbanax	air_handler	electric	heater	1660						7903
gwrinkles@zotware.com	2	Qwidimower International	Enderimax	air_handler		heatpump	1250		21.4	38.2			5829
gwrinkles@zotware.com	3	Lomwerpan Holdings	Varsapepex	air_handler	electric	heater	2080						6306
gyaw@statholdings.com	1	Trudiminower	Winquestinor	air_handler		heatpump	670		23.0	37.6			6786
gyaw@statholdings.com	2	Tiphupantor WorldWide Inc	Frojubor	air_handler	gas	heater	1160						8421
gyaw@statholdings.com	3	Retanower International Inc	Emcadefentor	air_handler		heatpump	2060		16.2	42.8			8567
gyaw@statholdings.com	4	Happebantor	Thrucadefax	air_handler		air_conditioner	1940	1.7					6934
gyori@blackzim.com	1	Lomdiman WorldWide Corp.	Truzapex	water_heater	electric						65.8	105	6885
gyori@blackzim.com	2	Klifropover International	Tupquestex	air_handler		heatpump	620		22.8	29.2			7188
gyori@blackzim.com	3	Tupdudower	Rapwerpicin	air_handler		heatpump	1120		21.5	45.8			6775
gyori@blackzim.com	4	Endbanimex International Corp.	Kliglibackicator	air_handler		air_conditioner,heatpump	450	2.1	19.4	25.1			12316
gyori@warephase.com	1	Trutumegantor WorldWide	Klinipistor	air_handler		heatpump	1260		19.0	44.9			3449
gyori@warephase.com	2	Parnipimax WorldWide	Emnipplar	water_heater	heat pump						10.9	169	3444
gyori@warephase.com	3	Hapweran International		air_handler	electric	heater,heatpump	1910		24.0	38.1			5583
habdallah@newex.com	1	Trusipplex International	Thrutumaman	air_handler		air_conditioner	400	4.7					11101
hagramonte@hottechi.com	1	Varfropanax Holdings Corp.	Zeepebicator	water_heater	gas						25.5	154	15232
harceo@rantouch.com	1	Upwerpanex Direct Inc	Winrobonan	water_heater	gas						49.2		8880
harceo@rantouch.com	2	Inquestedgentor	Undimazz	air_handler		air_conditioner	1520	1.8					9355
harceo@rantouch.com	3	Inweristor WorldWide	Kliglibower	air_handler	electric	heater	550						7458
haredondo@konex.com	1	Grodimefantor	Tipwerax	air_handler	gas	heater	1180						1561
haredondo@konex.com	2	Supkilonex	Aderilantor	air_handler	gas	air_conditioner,heater	1930	2.1					3470
haredondo@konex.com	3	Unsipedover WorldWide		air_handler	gas	heater,heatpump	1840		23.7	55.7			3059
hauber@lexiqvolax.com	1	Cipmunonover Holdings	Trupickexazz	air_handler		air_conditioner	1880	1.3					3805
hauber@lexiqvolax.com	2	Parnipan Holdings	Groquestepistor	air_handler		air_conditioner	1860	1.1					4401
hauber@lexiqvolax.com	3	Cipvenar Holdings Group	Refropower	air_handler	gas	heater,heatpump	1940		18.6	29.0			6438
hauber@rantouch.com	1	Klifropover International		air_handler		air_conditioner	1370	3.2					5803
hauber@rantouch.com	2	Indimplover  Inc	Ciperilazz	air_handler		air_conditioner	490	1.1					5834
hauber@rantouch.com	3	Varwerpazz Direct	Winbanamover	air_handler	thermosolar	heater	410						5071
hauber@rantouch.com	4	Supericator WorldWide Company	Thruzapewover	air_handler		air_conditioner	760	1.8					3876
hauber@rantouch.com	5	Inmunopax Holdings Inc		air_handler		air_conditioner	1160	2.0					6032
hauber@rantouch.com	6	Cippickower Holdings	Klinipeficator	air_handler	electric	heater	1910						6321
hbarfield@labdrill.com	1	Suppickantor Holdings	Haphupar	air_handler		heatpump	1620		21.8	31.8			16460
hbeech@warephase.com	1	Empebupazz Direct	Frovenedgar	air_handler		air_conditioner	1440	1.8					5146
hbeech@warephase.com	2	Groglibexan International	Zeejubantor	water_heater	electric						11.2	102	4833
hbeech@warephase.com	3	Monrobinistor		air_handler	electric	heater	830						6043
hbenimadho@finhigh.com	1	Qwiglibplicator WorldWide Corp.	Dopdudefistor	air_handler		air_conditioner	1110	1.4					3568
hbenimadho@finhigh.com	2	Rehupommantor Holdings Corp.	Parcadedar	air_handler	gas	air_conditioner,heater,heatpump	1910	1.7	25.2	45.3			5566
hbenimadho@finhigh.com	3	Emwericator WorldWide Company	Varzapicex	water_heater	gas						49.6	115	3558
hbenimadho@finhigh.com	4	Trurobax Direct Company	Tipsipommower	air_handler		air_conditioner	820	0.9					3379
hbolognia@zotware.com	1	Haprobicator	Cipquestackentor	air_handler	electric	heater	2030						6549
hbolognia@zotware.com	2	Supfropan Holdings	Tipcadistor	air_handler	gas	heater	1230						6024
hbolognia@zotware.com	3	Emmunex  Inc	Suptinentor	air_handler		air_conditioner	1110	7.4					7729
hborgman@condax.com	1	Qwikilexin WorldWide	Tuppebopentor	water_heater	gas						33.1	97	2707
hborgman@condax.com	2	Haptumor Holdings Corp.		air_handler	thermosolar	heater	1710						2251
hborgman@condax.com	3	Winpickower	Reglibar	air_handler		air_conditioner	880	0.7					2054
hborgman@condax.com	4	Parsapax WorldWide	Gropickantor	air_handler		air_conditioner	400	0.7					2570
hborgman@condax.com	5	Tuppebinistor WorldWide	Rejubollantor	air_handler		heatpump	530		30.7	38.7			2395
hborgman@condax.com	6	Tipwerimentor Holdings	Vartinimex	water_heater	electric						17.0	102	1937
hbreland@zumgoity.com	1	Intanaquistor Direct Inc	Emmunilantor	air_handler		air_conditioner	1470	13.8					11936
hbrucato@donware.com	1	Varbanonicator	Haphupadower	water_heater	gas						16.2	150	7428
hbruschke@codehow.com	1	Growerex	Winwerpefover	air_handler	electric	heater	920						3177
hbruschke@codehow.com	2	Parbanewicator Holdings	Parmunin	water_heater	electric						54.5	154	4085
hbruschke@codehow.com	3	Barpickamentor	Adjubover	air_handler	gas	air_conditioner,heater	1860	1.5					4660
hbruschke@codehow.com	4	Qwitumegentor Direct Inc	Supsapegin	air_handler	thermosolar	air_conditioner,heater,heatpump	430	3.8	26.8	47.0			6186
hbubash@streethex.com	1	Frosipazz International Company	Tupweronan	air_handler	electric	heater	1220						15735
hbuemi@finhigh.com	1	Varwerpanover	Reglibin	air_handler		air_conditioner	780	3.1					11510
hbuemi@rangreen.com	1	Hapkilantor	Truglibicator	air_handler		heatpump	1700		20.7	51.3			13228
hbuemi@streethex.com	1	Parsapax WorldWide	Unnipimover	air_handler	gas	heater	920						7036
hbuemi@streethex.com	2	Rejubover Holdings	Pardudilover	water_heater	gas						32.9	186	6306
hbuemi@streethex.com	3	Qwidimommazz Holdings Corp.	Barwerpplicator	air_handler		air_conditioner,heatpump	1870	2.5	19.1	41.2			10421
hcampain@blackzim.com	1	Dopnipaquistor	Tipzapackin	air_handler		air_conditioner	370	8.3					10096
hcampain@blackzim.com	2	Thrududover Direct Company		air_handler		heatpump,air_conditioner	930	4.0	19.7	49.6			12307
hcampain@blackzim.com	3	Ciptanex	Inkilewar	air_handler	electric	heater	640						9631
hcampain@blackzim.com	4	Endbanar WorldWide	Supdudexistor	air_handler		heatpump	1960		16.0	43.2			9908
hcanlas@toughzap.com	1	Cipweraquentor	Doptanicax	water_heater	fuel oil						35.2	130	7886
hcanlas@toughzap.com	2	Insipexicator WorldWide Corp.	Tupkilantor	air_handler		air_conditioner	2030	2.1					9814
hcanlas@toughzap.com	3	Barpebistor WorldWide		air_handler	electric	heater	1640						9354
hcantres@finhigh.com	1	Unsipedgex WorldWide Corp.		air_handler		air_conditioner,heatpump	1820	7.2	19.3	37.0			8673
hcantres@zoomit.com	1	Monfropor	Zeeericator	air_handler	gas	heatpump,air_conditioner,heater	780	1.5	11.4	53.4			3004
hcastros@faxquote.com	1	Lombanedgan	Raptanimin	air_handler		air_conditioner	1310	4.9					11396
hcastros@golddex.com	1	Tipsapopex WorldWide		water_heater	electric						61.2	111	7074
hcastros@golddex.com	2	Grotinackover WorldWide	Parkilefar	air_handler		heatpump	1900		21.8	47.7			6624
hcastros@golddex.com	3	Montinor International Group	Zeerobonor	water_heater	electric						10.1	129	5941
hchaffins@labdrill.com	1	Suptanan  Corp.	Happickantor	air_handler		air_conditioner,heatpump	1340	2.4	20.0	46.2			6864
hchaffins@labdrill.com	2	Raphupentor Direct	Cipvenommor	water_heater	electric						38.3	112	5557
hchaffins@labdrill.com	3	Fromunommower Holdings Group		water_heater	gas						10.0	109	5631
hchavous@bioholding.com	1	Upwerpentor WorldWide	Rapjubax	air_handler		air_conditioner	760	1.3					7137
hchavous@bioholding.com	2	Inkilex	Varwerexistor	air_handler		air_conditioner,heatpump	970	2.8	17.2	33.1			5233
hchavous@bioholding.com	3	Surwerpicator	Qwitanin	air_handler	electric	heater	1820						5615
hchavous@bioholding.com	4	Frofropopicator Direct		air_handler		heatpump	2040		23.1	39.9			7124
hchavous@bioholding.com	5	Qwicadplentor Holdings	Surweran	air_handler		heatpump	500		19.2	34.5			6251
hchavous@bioholding.com	6	Frofropentor Holdings	Gronipplor	air_handler		heatpump	580		22.2	51.1			7108
hchavous@bioholding.com	7	Truhupar Direct		water_heater	electric						29.0	99	7008
hchavous@bioholding.com	8	Rapnipegex International		air_handler		air_conditioner	1160	1.4					6190
hchavous@bioholding.com	9	Incadan International	Adwerpicazz	water_heater	fuel oil						10.8	100	6886
hchavous@bioholding.com	10	Endsipepazz Direct		water_heater	gas						16.6		6990
hchavous@bioholding.com	11	Parwerupor  Corp.	Monkilover	air_handler	electric	heater	660						6546
hchavous@bioholding.com	12	Rapvenegover International Group	Tipsapover	air_handler		heatpump	960		22.1	35.7			6363
hchickering@zencorporation.com	1	Surquestackex	Surpickegistor	water_heater	gas						36.3	145	10992
hcolaizzo@blackzim.com	1	Rapsipupor International Company	Lomdiman	air_handler		heatpump	1280		17.1	50.0			6797
hcolaizzo@blackzim.com	2	Surquestilistor  Corp.	Hapvenower	air_handler	gas	heater	1540						5310
hcolaizzo@blackzim.com	3	Dopsipantor International	Supkilommower	water_heater	fuel oil						63.4	183	6208
hcolaizzo@blackzim.com	4	Upjubazz Direct Company	Cipfropimower	air_handler		heatpump	1990		26.2	40.0			4929
hcomnick@zathunicon.com	1	Cipwerponazz Holdings	Ciprobamentor	air_handler		air_conditioner	1900	3.4					8384
hcomnick@zathunicon.com	2	Frojubimicator WorldWide	Surzapazz	air_handler	thermosolar	air_conditioner,heater	1740	11.3					10062
hcomnick@zathunicon.com	3	Grotanex International Inc	Wintumackower	air_handler		heatpump	1230		22.1	25.1			6650
hcomnick@zathunicon.com	4	Doptanin Direct Group		air_handler		heatpump	1180		24.6	35.0			8055
hdallen@goodsilron.com	1	Doperin	Adglibepazz	air_handler	electric	heater	1160						7274
hdallen@goodsilron.com	2	Vartanicator  Group	Frojubex	air_handler	electric	air_conditioner,heater	1460	2.3					12874
hdallen@goodsilron.com	3	Klinipar International Company	Thruquestadover	water_heater	fuel oil						72.9	100	7781
hdallen@goodsilron.com	4	Grotinackover WorldWide		air_handler		heatpump	1930		24.1	31.8			4692
hdallen@goodsilron.com	5	Bartanollover WorldWide	Trududefar	air_handler		air_conditioner	1670	2.1					7740
hdallen@goodsilron.com	6	Tupfropantor	Indudackazz	air_handler		heatpump	1580		19.9	31.3			8059
hdaufeldt@zoomit.com	1	Trupebistor  Inc		air_handler	gas	heater	1460						1904
hdaufeldt@zoomit.com	2	Endquestistor Direct	Adsipewex	air_handler		heatpump	1360		27.1	53.5			2172
hdaufeldt@zoomit.com	3	Parmunexower	Renipazz	air_handler	gas	heater	1980						2332
hdegonia@warephase.com	1	Klidudentor Direct		air_handler	gas	heater	1690						4256
hdegonia@warephase.com	2	Emmunex  Inc	Grozapepin	air_handler	electric	heater	2080						5211
hdegonia@warephase.com	3	Monbanentor International Corp.	Trurobentor	air_handler		heatpump	1580		22.3	37.6			6637
hdegonia@warephase.com	4	Winwerpadower International Company	Upnipegower	air_handler	electric	heater,heatpump	1930		27.0	45.3			8659
hdegonia@warephase.com	5	Winfropanover International	Monrobanar	air_handler		heatpump	1710		17.3	20.6			5846
hdegonia@warephase.com	6	Winsipicator  Inc		water_heater	electric						34.2		5125
hdeleo@funholding.com	1	Uppebor  Company	Tipsipentor	air_handler		air_conditioner	1970	1.1					3334
hdeleo@funholding.com	2	Tippickopin Direct	Grorobedistor	air_handler		air_conditioner,heatpump	1920	1.3	24.4	32.4			6653
hdeleo@funholding.com	3	Supdimommor Direct Corp.		air_handler		air_conditioner	1190	0.7					3548
hdeleo@funholding.com	4	Cipvenupicator  Corp.	Rewerefower	air_handler		heatpump	1340		22.8	38.7			3842
hdickerson@hottechi.com	1	Monsapan International Corp.	Lomsipopan	water_heater	gas						16.2	117	8468
hdickerson@hottechi.com	2	Surdimicator	Unglibanar	air_handler		heatpump	2070		23.9	46.7			7332
hdickerson@hottechi.com	3	Unzapicicator Holdings	Grofropplin	air_handler		air_conditioner	1670	8.3					6211
hdickerson@hottechi.com	4	Tipweranor	Unwerplar	air_handler		heatpump	770		23.1	45.0			10224
hdickerson@hottechi.com	5	Emsapower WorldWide	Klizapar	water_heater	gas						72.2	119	9134
hdickerson@hottechi.com	6	Lomtanover Holdings	Truquestplan	air_handler	thermosolar	heater	800						8437
hdickerson@hottechi.com	7	Endpickaquower International	Unbanover	water_heater	electric						103.4	145	7490
hdiestel@iselectrics.com	1	Tupwerower  Company	Zeetinentor	water_heater	electric						36.8		5242
hdiestel@iselectrics.com	2	Uppickin	Tupwerpimar	water_heater	electric						121.7	140	6685
hdiestel@iselectrics.com	3	Unrobomman WorldWide	Retinex	water_heater	electric						10.7	221	4576
hdilello@sunnamplex.com	1	Hapwerommin  Group		air_handler		air_conditioner,heatpump	1650	0.6	21.6	49.9			3274
hdilello@sunnamplex.com	2	Kliwerpor International Company	Trusipar	water_heater	electric						15.4	108	1633
hdilello@sunnamplex.com	3	Raperin Holdings Company	Thrucadedgazz	air_handler	electric	heater	1510						1544
hdorshorst@betatech.com	1	Kliwerimazz Holdings Group	Dopsiponax	air_handler		air_conditioner	1640	12.2					7020
hdorshorst@betatech.com	2	Parveninor Direct Corp.		air_handler	gas	heater,heatpump	700		23.5	58.2			12273
hdorshorst@betatech.com	3	Endbanilentor Direct	Trutumexex	air_handler	electric	heater	370						8385
hdubaldi@fasehatice.com	1	Rapjubepower WorldWide	Winpebistor	water_heater	electric						16.5	148	9931
hehmann@treequote.com	1	Recadedin Direct	Haptaninentor	water_heater	electric						51.2	237	4302
heroman@inity.com	1	Rapjubover Holdings		air_handler		heatpump	370		16.9	39.9			17885
hfeichtner@groovestreet.com	1	Klizapupover WorldWide Company	Dopwerpexentor	air_handler	electric	heater	1310						2922
hfeichtner@groovestreet.com	2	Tupkilexower Direct		water_heater	fuel oil						29.9	172	1628
hfeichtner@groovestreet.com	3	Parpebefex		water_heater	electric						28.7	227	1854
hfern@groovestreet.com	1	Hapcadinazz Holdings Inc	Tupsipackan	water_heater	gas						69.3	145	6947
hfern@groovestreet.com	2	Barpickonax  Inc	Cipkilaquantor	air_handler		air_conditioner	1620	2.7					7427
hfern@groovestreet.com	3	Happickicator Direct	Winkilin	water_heater	electric						11.2	114	6398
hflister@ontomedia.com	1	Haphupin Holdings Corp.		air_handler	electric	air_conditioner,heater	1100	12.3					10522
hfrancescon@konmatfix.com	1	Parfropicator International	Reeristor	air_handler	electric	heater,heatpump	700		25.3	55.2			6020
hfrancescon@konmatfix.com	2	Dophupewex International	Monglibicator	air_handler		heatpump	1750		25.5	31.5			3431
hfrancescon@konmatfix.com	3	Indimplover  Inc	Grodimicar	air_handler	electric	heater,heatpump	1740		21.9	40.1			5406
hfrancescon@treequote.com	1	Qwicadplentor Holdings	Lompickan	water_heater	electric						73.4	113	8552
hfrancescon@treequote.com	2	Upquestin Holdings Inc	Inerower	air_handler	electric	heater	1220						6510
hfrancescon@treequote.com	3	Cipvenar Holdings Group	Lommunepistor	air_handler		air_conditioner	1970	3.2					8095
hgalam@y-corporation.com	1	Reerommin Holdings	Doptumimar	air_handler		air_conditioner	1060	1.8					6061
hgalam@y-corporation.com	2	Tupvenax Direct		water_heater	electric						63.2	209	6299
hgalam@y-corporation.com	3	Supdimommor Direct Corp.	Enddiman	air_handler		air_conditioner	970	1.3					5106
hgalam@y-corporation.com	4	Thrukilopor International	Zeetumar	air_handler		air_conditioner,heatpump	440	1.9	12.3	49.4			8639
hgobern@fasehatice.com	1	Unwerpegicator WorldWide	Qwipebupax	water_heater	electric						84.0	179	11897
hgobern@fasehatice.com	2	Lomtanar International	Klinipeficator	air_handler		heatpump	2010		11.7	49.3			11832
hgobern@fasehatice.com	3	Uptinover	Varzapax	air_handler		heatpump	670		13.3	23.2			10352
hgotter@zencorporation.com	1	Montanewor  Inc	Zeepebexantor	air_handler	thermosolar	heater	1140						3122
hgotter@zencorporation.com	2	Endwerpentor International	Thruweredicator	water_heater	electric						13.9		5616
hgotter@zencorporation.com	3	Rerobower WorldWide Inc	Indimicicator	air_handler		heatpump	1240		17.7	51.9			2293
hgotter@zencorporation.com	4	Montanaman Holdings	Zeewerin	air_handler	thermosolar	heater	1210						3927
hheimann@hottechi.com	1	Emtinistor WorldWide Inc	Supglibplicator	air_handler		air_conditioner,heatpump	1750	2.3	14.1	43.8			7483
hheimann@hottechi.com	2	Supmunor  Group	Indimaquantor	air_handler	gas	heater,heatpump	820		22.2	50.5			6415
hheimann@hottechi.com	3	Klifropedin International	Winerex	air_handler	electric	heater,heatpump	1640		25.9	32.8			9395
hhengel@inity.com	1	Tupericover Holdings	Uphupopentor	air_handler		heatpump	330		22.6	29.0			8811
hhiatt@funholding.com	1	Tupvenax Direct	Barglibonin	water_heater	electric						18.4	99	9926
hhidvegi@toughzap.com	1	Endsipepazz Direct	Tipdudimex	air_handler	electric	heater,heatpump	1930		25.3	41.9			5090
hhidvegi@toughzap.com	2	Emzapar Holdings Corp.		air_handler	gas	air_conditioner,heater,heatpump	2000	1.2	24.4	51.2			6614
hhidvegi@toughzap.com	3	Doptaninin Holdings Inc	Upzapover	air_handler	electric	heater,heatpump	1230		23.2	55.7			5359
hhixenbaugh@mathtouch.com	1	Inwerepor  Company	Unpickover	air_handler		heatpump	320		13.6	26.3			5981
hhixenbaugh@mathtouch.com	2	Uphupentor Direct	Redudimistor	air_handler		heatpump	730		18.4	44.0			7093
hhixenbaugh@mathtouch.com	3	Tiprobex	Thrutanollin	air_handler		air_conditioner	990	3.6					5829
hhixenbaugh@mathtouch.com	4	Doptumistor WorldWide Company	Adpickover	air_handler		air_conditioner	390	1.3					7095
hhixenbaugh@mathtouch.com	5	Tipdudonan WorldWide	Emtanewan	air_handler	electric	heater,heatpump	1450		27.4	51.3			9830
hhixenbaugh@mathtouch.com	6	Lomrobopower WorldWide	Inmunonex	air_handler	electric	heater	760						6374
hhoogland@ron-tech.com	1	Resapollower Holdings		air_handler		air_conditioner	1050	2.5					5391
hkarpel@mathtouch.com	1	Trutumefentor International	Zeepickar	air_handler		air_conditioner	2050	2.4					5252
hkarpel@mathtouch.com	2	Montanewor  Inc		water_heater	electric						14.8	145	4569
hkarpel@mathtouch.com	3	Dopnipicar	Uptumantor	water_heater	electric						32.0	155	4264
hkeetch@betasoloin.com	1	Grotanex International Inc	Truwerpefantor	water_heater	electric						12.8	91	3106
hkeetch@betasoloin.com	2	Tupericator International	Haprobepower	air_handler		air_conditioner	1690	5.9					3110
hkeetch@betasoloin.com	3	Qwihupor Direct Group		air_handler		heatpump	1880		27.5	40.4			4297
hkippley@betasoloin.com	1	Lomquestadan International	Vareriman	air_handler	electric	heater,heatpump	1860		22.3	41.9			6239
hkippley@betasoloin.com	2	Parpickommax  Group	Parrobommar	water_heater	electric						66.6	113	2916
hkippley@betasoloin.com	3	Lomfropor	Upkilar	air_handler	electric	heater,heatpump	1790		26.2	43.2			4728
hkitty@ganjaflex.com	1	Thruvenor	Cipsapopan	air_handler		air_conditioner,heatpump	390	2.5	23.0	43.5			5229
hkitty@green-plus.com	1	Tuperar Direct	Frohupefor	air_handler	electric	air_conditioner,heater	840	2.6					5338
hkitty@green-plus.com	2	Grovenexar Holdings Corp.	Insipanor	air_handler	gas	air_conditioner,heater	1140	1.8					4434
hkitty@green-plus.com	3	Ciptumicover Holdings	Barerommax	air_handler		heatpump	1820		19.2	46.0			3387
hkitzman@zathunicon.com	1	Tiprobex	Zeewerplar	air_handler		heatpump	1100		19.0	52.3			7045
hkitzman@zathunicon.com	2	Varpebewicator Direct	Emjubicator	air_handler		air_conditioner	1820	3.0					7021
hkitzman@zathunicon.com	3	Tupericator International	Tipglibepex	air_handler	electric	air_conditioner,heater	1600	6.2					8013
hkitzman@zathunicon.com	4	Thrukilopor International		air_handler		air_conditioner	1860	1.4					6753
hkitzman@zathunicon.com	5	Upjubazz Direct Company	Vartinefentor	air_handler		air_conditioner	940	1.4					6550
hkitzman@zathunicon.com	6	Surmunamex WorldWide		air_handler		air_conditioner	1360	2.8					4683
hkitzman@zathunicon.com	7	Barjubentor  Corp.	Unweradantor	air_handler		heatpump	540		21.1	50.6			5950
hkitzman@zathunicon.com	8	Varerantor Direct		air_handler		air_conditioner	1660	1.3					7641
hkitzman@zathunicon.com	9	Tupvenax Direct	Unfropimover	air_handler		air_conditioner	1650	2.2					7257
hkitzman@zathunicon.com	10	Dophupentor Direct Company	Thrutaninicator	air_handler	electric	air_conditioner,heater,heatpump	450	3.8	13.4	51.4			9473
hklang@condax.com	1	Klifropover International	Lomsipazz	air_handler		heatpump,air_conditioner	1160	5.3	16.8	56.2			15150
hklonowski@singletechno.com	1	Tupkilexower Direct	Growerpedor	air_handler	electric	heater	820						2671
hklonowski@singletechno.com	2	Emfropicator International Corp.	Klinipadax	air_handler		air_conditioner	820	1.1					2965
hklonowski@singletechno.com	3	Supdudex International Inc	Thruwerewax	water_heater	electric						14.7	117	3315
hkohl@rangreen.com	1	Uprobantor	Dopwerover	air_handler		heatpump	2040		24.4	38.1			11760
hkolmetz@kinnamplus.com	1	Klijubower	Winjubinantor	air_handler	gas	heater	2090						6155
hkolmetz@kinnamplus.com	2	Windudantor International Inc	Zeejubedgicator	air_handler	gas	air_conditioner,heater	1690	9.0					10856
hkolmetz@kinnamplus.com	3	Lomsapimor WorldWide	Zeeeregistor	air_handler		heatpump	1960		23.1	44.6			4892
hkusko@doncon.com	1	Monjubistor International Company	Tupdimollan	air_handler		air_conditioner	1460	2.3					4376
hkusko@doncon.com	2	Parsipentor Holdings	Happebefex	air_handler	electric	heater	1490						4042
hkusko@doncon.com	3	Inrobin International	Upwerupantor	air_handler	electric	air_conditioner,heatpump,heater	1030	9.6	24.4	29.0			8152
hkusko@doncon.com	4	Surrobin  Inc	Barrobicicator	air_handler	gas	heater	1770						4547
hlapage@scotfind.com	1	Windudantor International Inc	Surdimin	air_handler		air_conditioner	340	1.8					6798
hlapage@scotfind.com	2	Barquestollicator	Supzapommicator	water_heater	electric						100.4		5750
hlapage@scotfind.com	3	Cipbanower Direct Company	Doppebplex	air_handler	gas	heater	1100						6366
hlapage@scotfind.com	4	Qwihupor Direct Group	Grodudantor	air_handler		heatpump	1330		23.0	43.2			7059
hlapage@scotfind.com	5	Parsapax WorldWide	Klijubin	water_heater	electric						83.8	173	7021
hlapage@scotfind.com	6	Qwierover	Adwerpimor	air_handler		heatpump	1630		17.2	36.5			6400
hlapage@scotfind.com	7	Thrucadantor WorldWide	Thrutinistor	water_heater	gas						18.0	141	5431
hlapage@scotfind.com	8	Rewerpedan WorldWide Group	Uptaninex	water_heater	electric						15.8	111	5914
hlapage@scotfind.com	9	Haprobicator	Varzapex	air_handler		heatpump	1750		21.8	41.0			7293
hlapage@scotfind.com	10	Emmunex  Inc		air_handler		air_conditioner	870	7.6					6439
hlukasik@betatech.com	1	Truzapar Holdings Corp.	Kliwerar	air_handler	electric	heater,heatpump	660		22.4	40.7			5935
hmallett@groovestreet.com	1	Inpickefax	Zeetanicator	air_handler		air_conditioner	730	1.6					5033
hmallett@groovestreet.com	2	Superistor  Corp.	Fropebamor	air_handler	electric	air_conditioner,heater	1230	3.4					12453
hmallett@groovestreet.com	3	Supkilistor Direct Company	Emtinackentor	air_handler		air_conditioner	1320	1.5					6285
hmaynerich@zoomit.com	1	Varwerinazz	Thruwerpommazz	air_handler	gas	air_conditioner,heater	1010	1.9					5513
hmaynerich@zoomit.com	2	Cippebistor International	Upsipopan	air_handler		air_conditioner,heatpump	620	2.5	18.9	48.7			6581
hmaynerich@zoomit.com	3	Grosapax  Company		air_handler	electric	heater	1710						3456
hmcdoniel@groovestreet.com	1	Unsipedover WorldWide	Enddudower	air_handler	gas	heater	1760						5177
hmcdoniel@groovestreet.com	2	Lomnipover	Unpebupower	water_heater	electric						76.4	93	5516
hmcdoniel@groovestreet.com	3	Inweristor WorldWide	Intumistor	water_heater	electric						56.0		6891
hmcnease@finjob.com	1	Rapweror		air_handler	electric	heater	750						9345
hmcnease@finjob.com	2	Barbanedgex Direct	Supglibexistor	air_handler		air_conditioner	780	2.7					8760
hmcnease@finjob.com	3	Tuppickor  Group	Unwerpicator	air_handler		air_conditioner	860	2.5					10308
hmcnease@finjob.com	4	Adtanazz  Group	Parwerpackax	air_handler	thermosolar	heater	320						7648
hmeteer@newex.com	1	Qwirobicator Holdings	Winrobegower	water_heater	heat pump						16.7	122	2554
hmeteer@newex.com	2	Emcadentor International	Thrupickplin	air_handler		air_conditioner	1180	0.6					2332
hmeteer@newex.com	3	Thruvenor	Cippebimex	air_handler	electric	heater	1600						2628
hmeteer@newex.com	4	Undudupar  Inc	Barhupplin	air_handler		air_conditioner	1300	1.1					2530
hmeteer@newex.com	5	Thruvenor	Addimegantor	water_heater	gas						31.7	100	2820
hmeteer@newex.com	6	Parpebefex	Tiptinegicator	air_handler	thermosolar	air_conditioner,heater	690	0.9					4170
hmiro@toughzap.com	1	Growerpicator Holdings	Vartanepax	air_handler		heatpump	1480		15.1	41.2			12759
hmodzelewski@zathunicon.com	1	Pardudaquower  Group	Pardimupentor	air_handler	gas	air_conditioner,heater	1950	19.7					10194
hmodzelewski@zathunicon.com	2	Tupnipopar	Partanicator	air_handler		air_conditioner	380	9.4					7284
hmodzelewski@zathunicon.com	3	Cipsipover Direct Inc	Grocadistor	air_handler	electric	heater	440						6778
hmonterrubio@isdom.com	1	Grosapinower Direct Group	Trujubaquantor	air_handler		air_conditioner	1970	1.3					4887
hmonterrubio@isdom.com	2	Montanar Holdings Company	Parsapegax	air_handler	electric	heater	1530						6074
hmonterrubio@isdom.com	3	Varvenower Direct	Grovenower	air_handler		heatpump	790		15.8	40.9			5432
hmonterrubio@isdom.com	4	Empickopentor Holdings	Zeedudower	air_handler	electric	air_conditioner,heater	1200	2.3					8665
hmoyd@donquadtech.com	1	Klisapor International	Qwibanicazz	air_handler	electric	heater	330						9211
